timestamp,flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flow_duration,traffic_rate,true_label,bytes_per_second,is_high_port,size_category,rate_category,duration_category,classified_label,matched_rule,confidence,is_correct,qos_priority,qos_priority_name,dscp_value,dscp_name,ieee_8021p,scheduling_class,bandwidth_guarantee,max_delay_ms,max_jitter_ms,packet_loss_tolerance
2026-04-15 14:10:00.455,FLOW-36772,192.168.1.61,2.42.213.238,56317,80,TCP,307,1.693,381.84,web,117.22,0,medium,medium,short,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.828,FLOW-50248,192.168.0.161,31.6.190.35,1921,554,UDP,1127,98.268,6634.65,multimedia,7477.25,0,large,high,long,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.738,FLOW-29179,192.168.0.86,92.136.209.99,31648,8080,TCP,1246,1.908,115.07,web,143.38,1,large,medium,short,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.167,FLOW-30561,10.0.0.247,172.16.0.165,49983,68,ICMP,120,0.361,5.23,background,0.63,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.721,FLOW-39349,192.168.1.138,146.175.205.101,61299,5061,UDP,184,94.604,64.51,voip,11.87,1,small,low,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.289,FLOW-79344,192.168.0.210,132.28.104.66,10097,80,TCP,601,0.534,207.99,web,125.0,0,medium,medium,short,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.852,FLOW-95827,192.168.0.69,218.212.15.30,18865,8080,TCP,578,3.586,224.78,web,129.92,1,medium,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.791,FLOW-14135,192.168.1.93,186.255.159.2,19453,80,TCP,1311,4.195,185.97,web,243.81,0,large,medium,medium,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.357,FLOW-90828,192.168.0.182,194.133.9.225,9822,1935,UDP,1220,84.145,5217.39,multimedia,6365.22,1,large,high,long,multimedia,Heuristic: Large-packet high-rate UDP,MEDIUM,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.858,FLOW-83728,192.168.1.239,158.57.127.55,63533,554,UDP,1061,58.696,1240.95,multimedia,1316.65,0,large,high,long,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.855,FLOW-82301,192.168.1.50,23.102.207.164,52032,5005,UDP,1214,48.852,5008.79,multimedia,6080.67,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.923,FLOW-90780,192.168.0.2,147.234.122.161,32070,443,TCP,279,0.659,196.08,web,54.71,0,small,medium,short,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.842,FLOW-65419,192.168.1.140,58.61.109.211,26651,8080,TCP,493,1.909,253.44,web,124.95,1,medium,medium,short,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.675,FLOW-39274,172.16.0.168,54.225.167.98,2783,21,TCP,1021,39.526,9742.22,file_transfer,9946.81,0,large,high,long,file_transfer,FTP Data/Control,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.354,FLOW-84047,192.168.0.247,10.0.0.208,61791,68,ICMP,227,0.343,25.5,background,5.79,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.152,FLOW-94794,10.0.0.205,24.103.172.202,9480,22,TCP,1262,54.804,5099.82,file_transfer,6435.97,0,large,high,long,file_transfer,SSH/SCP,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.692,FLOW-22292,10.0.0.206,43.190.181.83,34209,5060,UDP,138,89.902,114.77,voip,15.84,1,small,medium,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.844,FLOW-18857,192.168.1.61,142.107.214.87,11072,21,TCP,1120,26.847,5449.31,file_transfer,6103.23,0,large,high,medium,file_transfer,FTP Data/Control,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.666,FLOW-66246,172.16.0.190,129.87.28.164,46718,5004,UDP,1486,88.042,3681.17,multimedia,5470.22,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.879,FLOW-68589,172.16.0.126,214.209.133.219,9196,8080,TCP,507,4.493,280.87,web,142.4,1,medium,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.587,FLOW-66119,172.16.0.174,89.83.190.67,45822,3074,UDP,200,631.269,209.64,gaming,41.93,1,small,medium,long,gaming,Online Gaming,HIGH,YES,3,HIGH,40,CS5 (Class Selector 5),5,Weighted Fair Queuing (WFQ),15%,100,20,< 1%
2026-04-15 14:10:00.350,FLOW-56717,10.0.0.56,185.62.110.55,2798,5060,UDP,69,165.793,67.14,voip,4.63,1,small,low,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.978,FLOW-37031,192.168.1.172,18.238.12.209,41369,16385,UDP,211,155.238,121.98,voip,25.74,1,small,medium,long,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.349,FLOW-19962,172.16.0.226,207.212.88.97,9154,5004,UDP,878,62.46,4503.63,multimedia,3954.19,1,medium,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.537,FLOW-18534,10.0.0.52,106.190.124.72,40589,2049,TCP,1217,55.004,1553.19,file_transfer,1890.23,1,large,high,long,file_transfer,NFS,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.153,FLOW-13779,192.168.1.6,195.30.108.243,20868,8080,TCP,282,3.266,104.15,web,29.37,1,small,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.766,FLOW-60256,10.0.0.1,216.6.42.101,59214,3074,UDP,115,2420.268,254.31,gaming,29.25,1,small,medium,long,gaming,Online Gaming,HIGH,YES,3,HIGH,40,CS5 (Class Selector 5),5,Weighted Fair Queuing (WFQ),15%,100,20,< 1%
2026-04-15 14:10:00.389,FLOW-61373,172.16.0.105,157.128.133.185,4600,8080,TCP,1348,1.302,435.6,web,587.19,1,large,medium,short,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.952,FLOW-72948,172.16.0.191,134.205.101.123,26388,443,TCP,472,3.062,182.25,web,86.02,0,medium,medium,medium,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.368,FLOW-96154,10.0.0.221,22.130.101.81,17307,80,TCP,1263,3.172,200.3,web,252.98,0,large,medium,medium,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.441,FLOW-42750,192.168.0.27,20.133.52.246,23389,2049,TCP,1019,9.868,8769.63,file_transfer,8936.25,1,large,high,medium,file_transfer,NFS,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.270,FLOW-16781,192.168.1.188,59.169.40.112,2647,2049,TCP,1318,24.711,8751.22,file_transfer,11534.11,1,large,high,medium,file_transfer,NFS,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.384,FLOW-48331,10.0.0.224,220.28.62.137,20240,5061,UDP,76,73.252,108.24,voip,8.23,1,small,medium,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.908,FLOW-85511,10.0.0.96,96.109.173.148,51475,445,TCP,1471,14.399,4248.33,file_transfer,6249.29,0,large,high,medium,file_transfer,SMB File Share,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.582,FLOW-57565,192.168.1.69,29.78.123.57,51954,80,TCP,1168,4.186,393.17,web,459.22,0,large,medium,medium,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.667,FLOW-87719,172.16.0.215,10.0.0.1,43706,161,ICMP,116,0.078,20.34,background,2.36,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.283,FLOW-40466,192.168.1.23,142.93.34.76,15303,8080,TCP,1066,3.801,251.5,web,268.1,1,large,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.672,FLOW-91527,10.0.0.35,192.168.1.211,21935,161,UDP,150,0.226,35.65,background,5.35,0,small,low,short,background,SNMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.956,FLOW-30869,192.168.1.247,65.78.170.16,52474,8080,TCP,778,2.995,426.99,web,332.2,1,medium,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.628,FLOW-21501,10.0.0.175,148.251.98.86,32432,21,TCP,1095,28.491,4615.85,file_transfer,5054.36,0,large,high,medium,file_transfer,FTP Data/Control,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.124,FLOW-52697,172.16.0.2,116.160.69.191,7602,22,TCP,1144,43.839,1907.64,file_transfer,2182.34,0,large,high,long,file_transfer,SSH/SCP,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.834,FLOW-34956,172.16.0.4,180.230.97.87,23157,5060,UDP,124,266.831,70.03,voip,8.68,1,small,low,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.491,FLOW-77552,192.168.0.59,4.5.82.201,62101,80,TCP,268,3.475,241.08,web,64.61,0,small,medium,medium,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.205,FLOW-97732,172.16.0.88,94.192.179.177,23449,27015,UDP,60,1059.104,114.22,gaming,6.85,1,small,medium,long,gaming,Online Gaming (Steam/Other),HIGH,YES,3,HIGH,40,CS5 (Class Selector 5),5,Weighted Fair Queuing (WFQ),15%,100,20,< 1%
2026-04-15 14:10:00.251,FLOW-38086,192.168.1.123,189.120.18.178,42961,5005,UDP,1465,29.647,4081.21,multimedia,5978.97,1,large,high,medium,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.265,FLOW-18898,10.0.0.95,115.239.172.44,2373,80,TCP,1212,2.301,470.8,web,570.61,0,large,medium,medium,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.878,FLOW-71902,192.168.1.83,102.218.53.226,15488,8080,TCP,798,2.602,429.74,web,342.93,1,medium,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.212,FLOW-66269,172.16.0.189,41.136.125.91,59887,16385,UDP,186,130.662,83.07,voip,15.45,1,small,low,long,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.756,FLOW-87742,172.16.0.87,148.205.36.4,11180,443,TCP,1113,2.122,60.08,web,66.87,0,large,low,medium,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.216,FLOW-27423,172.16.0.198,70.79.70.213,53686,1935,UDP,937,13.288,2520.56,multimedia,2361.76,1,large,high,medium,multimedia,Heuristic: Large-packet high-rate UDP,MEDIUM,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.585,FLOW-29259,192.168.0.157,92.60.186.97,63219,554,UDP,1362,69.168,6756.84,multimedia,9202.82,0,large,high,long,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.301,FLOW-53895,192.168.1.14,192.168.1.132,41340,161,UDP,168,0.113,17.87,background,3.0,0,small,low,short,background,SNMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.648,FLOW-11909,192.168.1.181,165.50.14.114,59324,5004,UDP,933,20.874,5646.7,multimedia,5268.37,1,large,high,medium,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.353,FLOW-92766,192.168.1.56,32.145.123.56,30877,80,TCP,819,0.633,229.58,web,188.03,0,medium,medium,short,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.577,FLOW-64704,172.16.0.247,17.184.37.252,33132,80,TCP,965,2.218,355.25,web,342.82,0,large,medium,medium,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.375,FLOW-14122,192.168.1.184,5.116.72.147,46502,2049,TCP,1182,27.452,9221.13,file_transfer,10899.38,1,large,high,medium,file_transfer,NFS,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.749,FLOW-77492,192.168.1.62,28.172.206.127,60762,22,TCP,1114,7.727,8917.45,file_transfer,9934.04,0,large,high,medium,file_transfer,SSH/SCP,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.922,FLOW-50015,192.168.0.100,197.225.65.197,17148,16384,UDP,151,101.489,123.88,voip,18.71,1,small,medium,long,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.851,FLOW-71920,172.16.0.94,127.145.29.147,50666,5060,UDP,157,147.852,112.63,voip,17.68,1,small,medium,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.326,FLOW-91748,10.0.0.87,192.168.1.180,21683,53,ICMP,81,0.777,8.78,background,0.71,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.997,FLOW-88366,192.168.0.83,108.196.139.223,17604,5004,UDP,1164,114.979,4270.95,multimedia,4971.39,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.810,FLOW-60287,10.0.0.233,36.3.149.122,5466,3074,UDP,104,2026.359,255.04,gaming,26.52,1,small,medium,long,gaming,Online Gaming,HIGH,YES,3,HIGH,40,CS5 (Class Selector 5),5,Weighted Fair Queuing (WFQ),15%,100,20,< 1%
2026-04-15 14:10:00.117,FLOW-84328,192.168.1.106,1.196.206.97,55781,443,TCP,681,0.928,228.7,web,155.74,0,medium,medium,short,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.686,FLOW-95294,192.168.0.242,172.16.0.164,25261,53,ICMP,110,0.971,36.33,background,4.0,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.137,FLOW-23918,192.168.0.195,41.89.67.233,60238,5060,UDP,212,66.917,67.9,voip,14.39,1,small,low,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.102,FLOW-84388,172.16.0.225,152.50.122.87,36614,554,UDP,981,20.088,4308.03,multimedia,4226.18,0,large,high,medium,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.590,FLOW-30330,172.16.0.134,38.52.45.206,52246,5060,UDP,131,117.231,79.94,voip,10.47,1,small,low,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.679,FLOW-94276,10.0.0.188,86.14.85.250,5427,5005,UDP,882,74.993,7319.92,multimedia,6456.17,1,medium,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.299,FLOW-15462,192.168.0.186,192.168.0.209,12528,123,ICMP,221,0.559,10.48,background,2.32,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.182,FLOW-47516,192.168.0.66,111.202.118.247,26165,21,TCP,1168,38.153,5989.82,file_transfer,6996.11,0,large,high,long,file_transfer,FTP Data/Control,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.282,FLOW-46401,10.0.0.137,150.17.186.163,47122,21,TCP,1066,10.753,6450.35,file_transfer,6876.07,0,large,high,medium,file_transfer,FTP Data/Control,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.823,FLOW-25732,192.168.1.135,8.81.43.214,27036,5061,UDP,130,90.833,67.4,voip,8.76,1,small,low,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.500,FLOW-96321,10.0.0.154,192.168.0.54,46932,53,TCP,87,0.992,18.8,background,1.64,0,small,low,short,background,Default: Unclassified,LOW,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.994,FLOW-90878,172.16.0.62,150.168.110.34,55001,8080,TCP,755,2.45,217.66,web,164.33,1,medium,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
